time,<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
63,VCB,20090928,15.0244,15.1597,14.7537,14.7537,561480
64,VCB,20090929,14.7537,14.889,14.4829,14.6183,750310
65,VCB,20090930,14.6183,14.7537,14.3476,14.4829,712000
66,VCB,20091001,14.4829,14.4829,14.2122,14.2122,875180
67,VCB,20091002,14.2122,14.2122,13.5355,13.8062,1416100
68,VCB,20091005,13.8062,13.9415,13.5355,13.8062,606370
69,VCB,20091006,13.8062,13.9415,13.6708,13.6708,460990
70,VCB,20091007,13.6708,13.9415,13.6708,13.8062,596580
71,VCB,20091008,13.8062,13.9415,13.6708,13.8062,448600
72,VCB,20091009,13.8062,14.0769,13.8062,13.9415,794860
73,VCB,20091012,13.9415,14.3476,13.9415,14.3476,759120
74,VCB,20091013,14.3476,14.3476,13.8062,14.0769,513610
75,VCB,20091014,14.0769,14.7537,13.9415,14.7537,1359110
76,VCB,20091015,14.7537,15.4304,15.1597,15.4304,3378300
77,VCB,20091016,15.4304,15.9718,15.2951,15.2951,2239820
78,VCB,20091019,15.2951,15.2951,14.7537,14.889,1015080
79,VCB,20091020,14.889,15.1597,14.7537,14.7537,909450
80,VCB,20091021,14.7537,14.7537,14.6183,14.6183,1038410
81,VCB,20091022,14.6183,14.889,14.6183,14.889,865390
82,VCB,20091023,14.889,15.5658,14.889,15.2951,3946240
83,VCB,20091026,15.2951,15.5658,14.7537,14.889,1130810
84,VCB,20091027,14.889,14.889,14.2122,14.3476,1594080
85,VCB,20091028,14.3476,14.6183,14.2122,14.3476,623620
86,VCB,20091029,14.3476,14.3476,13.6708,13.8062,3489050
87,VCB,20091030,13.8062,14.3476,13.8062,14.0769,1302800
88,VCB,20091102,14.0769,14.3476,13.6708,14.3476,2142950
89,VCB,20091103,14.3476,14.3476,13.6708,13.9415,1390550
90,VCB,20091104,13.9415,14.2122,13.8062,13.9415,788110
91,VCB,20091105,13.9415,14.4829,13.9415,14.3476,997290
92,VCB,20091106,14.3476,14.4829,13.9415,13.9415,905910
93,VCB,20091109,13.9415,14.0769,13.6708,13.6708,1193030
94,VCB,20091110,13.6708,13.9415,13.4272,13.4272,813300
95,VCB,20091111,13.4272,13.6708,13.4001,13.5355,657810
96,VCB,20091112,13.5355,13.8062,13.4813,13.6708,948480
97,VCB,20091113,13.6708,13.6708,13.4272,13.4813,703390
98,VCB,20091116,13.4813,13.5355,13.4001,13.4272,770120
99,VCB,20091117,13.4272,13.4272,13.2377,13.2377,601790
100,VCB,20091118,13.2377,13.2377,13.0211,13.0753,536330
101,VCB,20091119,13.0753,13.346,12.994,13.2377,533380
102,VCB,20091120,13.2377,13.2377,13.0482,13.0482,585050
103,VCB,20091123,13.0482,13.0482,12.7775,12.7775,771170
104,VCB,20091124,12.7775,12.7775,12.5338,12.5338,585000
105,VCB,20091125,12.5338,12.5338,11.9112,11.9112,1319610
106,VCB,20091126,11.9112,11.9112,11.3156,11.3156,1859930
107,VCB,20091127,11.3156,11.8571,10.7742,11.8571,947680
108,VCB,20091130,11.8571,12.4256,12.0466,12.4256,715590
109,VCB,20091201,12.4256,13.0211,12.8587,13.0211,943350
110,VCB,20091202,13.0211,13.2377,12.3714,12.7233,796240
111,VCB,20091203,12.7233,12.8587,12.3714,12.7233,485690
112,VCB,20091204,12.7233,12.7775,12.4526,12.5068,267060
113,VCB,20091207,12.5068,12.5338,12.3443,12.4526,275960
114,VCB,20091208,12.4526,12.4526,12.0466,12.1007,537020
115,VCB,20091209,12.1007,12.1007,11.5593,11.6405,865220
116,VCB,20091210,11.6405,11.8029,11.5593,11.5593,533130
117,VCB,20091211,11.5593,11.5593,11.0179,11.0449,749300
118,VCB,20091214,11.0449,11.5864,11.3156,11.5864,459670
119,VCB,20091215,11.5864,12.1548,11.5051,12.1548,976610
120,VCB,20091216,12.1548,12.1819,11.6405,11.6405,889550
121,VCB,20091217,11.6405,12.1819,11.3698,11.9112,462480
122,VCB,20091218,11.9112,12.5068,12.1819,12.5068,722180
123,VCB,20091221,12.5068,12.994,12.5068,12.8858,561830
124,VCB,20091222,12.8858,12.8858,12.4526,12.6151,387540
125,VCB,20091223,12.6151,12.6151,12.4526,12.5068,296080
126,VCB,20091224,12.5068,12.5068,12.3173,12.4526,396050
127,VCB,20091225,12.4526,12.994,12.7233,12.7233,685690
128,VCB,20091228,12.7233,12.7233,12.4256,12.4526,264190
129,VCB,20091229,12.4526,12.588,12.1819,12.2361,342830
130,VCB,20091230,12.2361,12.4256,12.1278,12.3443,208290
131,VCB,20091231,12.3443,12.7233,12.3443,12.7233,398120
132,VCB,20100104,12.7233,13.346,12.7233,13.346,598640
133,VCB,20100105,13.346,13.9415,13.346,13.4813,935140
134,VCB,20100106,13.4813,13.4813,12.994,12.994,479840
135,VCB,20100107,12.994,13.0211,12.7233,12.7233,207490
136,VCB,20100108,12.7233,12.9399,12.6963,12.7233,351610
137,VCB,20100111,12.7233,12.8587,12.1278,12.7233,207120
138,VCB,20100112,12.7233,12.7233,12.3173,12.3173,269580
139,VCB,20100113,12.3173,12.7233,11.7759,12.7233,469510
140,VCB,20100114,12.7233,12.7775,12.4526,12.5609,129590
141,VCB,20100115,12.5609,12.5609,12.2631,12.2631,213500
142,VCB,20100118,12.2631,12.2631,11.7759,11.7759,332360
143,VCB,20100119,11.7759,12.1007,11.8571,12.1007,208770
144,VCB,20100120,12.1007,12.2902,11.8571,11.8571,154590
145,VCB,20100121,11.8571,11.9112,11.6405,11.6405,441690
146,VCB,20100122,11.6405,11.7759,11.4239,11.5051,331220
147,VCB,20100125,11.5051,11.5322,11.451,11.5051,161220
148,VCB,20100126,11.5051,11.83,11.5322,11.5864,279270
149,VCB,20100127,11.5864,11.7759,11.5593,11.5864,168830
150,VCB,20100128,11.5864,11.6405,11.451,11.451,134440
151,VCB,20100129,11.451,11.451,11.3698,11.3698,162850
152,VCB,20100201,11.3698,11.4781,11.3156,11.3156,108370
153,VCB,20100202,11.3156,11.6405,11.3698,11.451,260860
154,VCB,20100203,11.451,11.7759,11.5864,11.7759,334020
155,VCB,20100204,11.7759,12.0466,11.7488,12.0466,341670
156,VCB,20100205,12.0466,12.0466,11.7759,11.83,220730
157,VCB,20100208,11.83,11.83,11.6134,11.83,146740
158,VCB,20100209,11.83,11.83,11.5322,11.5322,80320
159,VCB,20100210,11.5322,11.8571,11.5322,11.7759,77640
160,VCB,20100211,11.7759,12.0466,11.8029,12.0466,229520
161,VCB,20100212,12.0466,12.209,12.0195,12.0466,191060
162,VCB,20100222,12.0466,12.3714,12.1819,12.2361,282530
163,VCB,20100223,12.2361,12.2361,12.0736,12.2361,473230
164,VCB,20100224,12.2361,12.588,12.1278,12.588,708110
165,VCB,20100225,12.588,12.7233,12.3985,12.7233,664780
166,VCB,20100226,12.7233,13.2648,12.6421,13.2648,896140
167,VCB,20100301,13.2648,13.5355,13.2648,13.4813,569580
168,VCB,20100302,13.4813,13.4813,12.8316,12.8316,438130
169,VCB,20100303,12.8316,12.994,12.7233,12.9399,200550
170,VCB,20100304,12.9399,12.994,12.7504,12.7504,180180
171,VCB,20100305,12.7504,12.8587,12.6963,12.6963,131760
172,VCB,20100308,12.6963,12.8316,12.588,12.6963,349730
173,VCB,20100309,12.6963,12.994,12.6963,12.994,423380
174,VCB,20100310,12.994,13.355,13.2439,13.2995,268350
175,VCB,20100311,13.2995,13.3828,13.1884,13.1884,90870
176,VCB,20100312,13.1884,13.2717,13.0773,13.1884,200050
177,VCB,20100315,13.1884,13.2162,13.0496,13.0496,335920
178,VCB,20100316,13.0496,13.0496,12.7164,12.7164,289410
179,VCB,20100317,12.7164,12.9107,12.4943,12.4943,212650
180,VCB,20100318,12.4943,12.6331,12.4665,12.522,262660
181,VCB,20100319,12.522,12.522,12.3832,12.3832,326180
182,VCB,20100322,12.3832,12.7164,12.3554,12.4387,192140
183,VCB,20100323,12.4387,12.7719,12.4387,12.4665,200810
184,VCB,20100324,12.4665,12.5498,12.4387,12.5498,124330
185,VCB,20100325,12.5498,12.5498,12.2166,12.2722,135370
186,VCB,20100326,12.2722,12.6331,12.2166,12.6331,284850
187,VCB,20100329,12.6331,12.6331,12.4387,12.4665,165200
188,VCB,20100330,12.4665,12.4665,12.2722,12.2722,119080
189,VCB,20100331,12.2722,12.4387,12.2166,12.2166,148860
190,VCB,20100401,12.2166,12.2722,12.1889,12.2722,268010
191,VCB,20100402,12.2722,12.4943,12.2166,12.2999,190480
192,VCB,20100405,12.2999,12.4943,12.3554,12.411,265780
193,VCB,20100406,12.411,12.4387,12.3554,12.3554,248550
194,VCB,20100407,12.3554,12.3554,12.2444,12.2999,167350
195,VCB,20100408,12.2999,12.2999,12.1889,12.1889,266300
196,VCB,20100409,12.1889,12.2722,12.1056,12.2166,230040
197,VCB,20100412,12.2166,12.3554,12.2166,12.3554,295540
198,VCB,20100413,12.3554,12.3554,12.1889,12.1889,117080
199,VCB,20100414,12.1889,12.1889,12.0778,12.1056,83880
200,VCB,20100415,12.1056,12.2166,12.0778,12.1056,300830
201,VCB,20100416,12.1056,12.1333,11.9945,11.9945,226720
202,VCB,20100419,11.9945,11.9945,11.8834,11.8834,154570
203,VCB,20100420,11.8834,11.9112,11.7446,11.7724,200870
204,VCB,20100421,11.7724,11.8001,11.7446,11.8001,146630
205,VCB,20100422,11.8001,12.2999,11.8557,12.1611,210380
206,VCB,20100426,12.1611,12.2166,12.05,12.05,176100
207,VCB,20100427,12.05,12.2166,12.05,12.1889,273440
208,VCB,20100428,12.1889,12.1889,12.05,12.0778,111590
209,VCB,20100429,12.0778,12.0778,11.939,11.939,167650
210,VCB,20100504,11.939,12.4665,11.939,12.2722,331060
211,VCB,20100505,12.2722,12.2722,12.0223,12.0223,102950
212,VCB,20100506,12.0223,12.0223,11.9112,11.9112,209480
213,VCB,20100507,11.9112,11.9112,11.7169,11.8001,285430
214,VCB,20100510,11.8001,11.8279,11.578,11.8001,443310
215,VCB,20100511,11.8001,11.939,11.7169,11.8001,261630
216,VCB,20100512,11.8001,11.8001,11.5225,11.5225,431400
217,VCB,20100513,11.5225,11.7724,11.5225,11.578,324040
218,VCB,20100514,11.578,11.6891,11.578,11.578,227070
219,VCB,20100517,11.578,11.6336,11.3837,11.4947,347520
220,VCB,20100518,11.4947,11.4947,11.2726,11.4947,206540
221,VCB,20100519,11.4947,11.4947,11.2726,11.2726,429800
222,VCB,20100520,11.2726,11.3281,11.106,11.3281,443540
223,VCB,20100521,11.3281,11.3281,10.8561,10.8561,583870
224,VCB,20100524,10.8561,11.106,10.8561,11.106,281430
225,VCB,20100525,11.106,11.1616,11.0783,11.1616,378760
226,VCB,20100526,11.1616,11.1893,11.106,11.106,309750
227,VCB,20100527,11.106,11.1338,11.0783,11.1338,230180
228,VCB,20100528,11.1338,11.3837,11.1338,11.3837,232910
229,VCB,20100531,11.3837,11.3837,11.3004,11.3281,265480
230,VCB,20100601,11.3281,11.3837,11.2448,11.3837,186910
231,VCB,20100602,11.3837,11.4114,11.3281,11.3837,373100
232,VCB,20100603,11.3837,11.4392,11.3837,11.3837,381990
233,VCB,20100604,11.3843,11.5713,11.4822,11.5119,339560
234,VCB,20100607,11.5119,11.5119,11.2152,11.2449,254160
235,VCB,20100608,11.2449,11.2746,11.2152,11.2152,269320
236,VCB,20100609,11.2152,11.2449,11.1559,11.1855,215320
237,VCB,20100610,11.1855,11.2449,11.1559,11.2152,191400
238,VCB,20100611,11.2152,11.3932,11.2746,11.3339,140560
239,VCB,20100614,11.3339,11.3636,11.3042,11.3042,79290
240,VCB,20100615,11.3042,11.4822,11.3339,11.4822,243940
241,VCB,20100616,11.4822,11.7196,11.5713,11.7196,207980
242,VCB,20100617,11.7196,11.9866,11.6603,11.9866,434550
243,VCB,20100618,11.9866,12.135,11.868,11.868,674600
244,VCB,20100621,11.868,11.9866,11.8383,11.8976,119230
245,VCB,20100622,11.8976,11.957,11.6603,11.9273,164040
246,VCB,20100623,11.9273,11.957,11.6306,11.868,103900
247,VCB,20100624,11.868,11.9273,11.868,11.868,152680
248,VCB,20100625,11.868,11.868,11.4229,11.4229,128320
249,VCB,20100628,11.4229,11.7196,11.4229,11.7196,50970
250,VCB,20100629,11.7196,12.2833,11.7196,12.2833,408480
251,VCB,20100630,12.2833,12.2833,11.8383,12.224,488910
252,VCB,20100701,12.224,12.224,11.7196,11.7196,39510
253,VCB,20100702,11.7196,11.868,11.5713,11.6899,94670
254,VCB,20100705,11.6899,11.8086,11.6603,11.8086,145630
255,VCB,20100706,11.8086,11.868,11.5713,11.6009,55750
256,VCB,20100707,11.6009,11.8086,11.5713,11.5713,43960
257,VCB,20100708,11.5713,11.7789,11.5713,11.5713,52320
258,VCB,20100709,11.5713,11.7196,11.5416,11.5416,18950
259,VCB,20100712,11.5416,11.5713,11.4526,11.4526,24100
260,VCB,20100713,11.4526,11.868,11.5713,11.868,111090
261,VCB,20100714,11.868,11.868,11.4822,11.4822,81300
262,VCB,20100715,11.4822,11.6899,11.5713,11.5713,39380
263,VCB,20100716,11.5713,11.7196,11.6009,11.6009,94420
264,VCB,20100719,11.6009,11.6899,11.6306,11.6899,122320
265,VCB,20100720,11.6899,11.7196,11.6009,11.6306,146500
266,VCB,20100721,11.6306,11.6306,11.4822,11.4822,70110
267,VCB,20100722,11.4822,11.5119,11.3339,11.3339,107000
268,VCB,20100723,11.3339,11.3339,11.2449,11.2746,127830
269,VCB,20100726,11.2746,11.2746,10.9779,11.0372,133550
270,VCB,20100727,11.0372,11.2746,10.9779,10.9779,66980
271,VCB,20100728,10.9779,11.2152,10.9482,10.9482,64740
272,VCB,20100729,10.9482,11.2449,10.9779,10.9779,24000
273,VCB,20100730,10.9779,11.1262,10.9779,11.1262,39300
274,VCB,20100802,11.1262,11.1855,10.9779,10.9779,26370
275,VCB,20100803,10.9779,11.0965,10.9482,10.9482,73530
276,VCB,20100804,10.9482,10.9779,10.8889,10.9779,64130
277,VCB,20100805,10.9779,11.0669,11.0075,11.0372,79450
278,VCB,20100806,11.0372,11.0669,11.0075,11.0372,114610
279,VCB,20100809,11.0372,11.0669,10.5922,10.5922,111670
280,VCB,20100810,10.5922,10.5922,10.2658,10.2955,186800
281,VCB,20100811,10.2955,10.4735,10.2658,10.3251,114600
282,VCB,20100812,10.3251,10.3251,9.9988,10.2955,162530
283,VCB,20100813,10.2955,10.2955,10.0878,10.2658,53260
284,VCB,20100816,10.2658,10.5922,10.2658,10.5922,103380
285,VCB,20100817,10.5922,10.8295,10.5031,10.8295,159010
286,VCB,20100818,10.8295,10.8295,10.6515,10.7108,54130
287,VCB,20100819,10.7108,10.7108,10.6515,10.7108,80750
288,VCB,20100820,10.7108,11.0075,10.6812,11.0075,205430
289,VCB,20100823,11.0075,11.0372,10.8889,10.9779,170400
290,VCB,20100824,10.9779,10.9779,10.8295,10.8295,110180
291,VCB,20100825,10.8295,10.8295,10.4438,10.6812,135930
292,VCB,20100826,10.6812,10.7405,10.6218,10.7108,231230
293,VCB,20100827,10.7108,10.9185,10.6515,10.9185,233600
294,VCB,20100830,10.9185,11.2449,11.0372,11.2152,91950
295,VCB,20100831,11.2152,11.3932,11.2152,11.3932,516550
296,VCB,20100901,11.3932,11.3932,11.0075,11.3932,168180
297,VCB,20100906,11.3932,11.5119,11.2746,11.2746,318190
298,VCB,20100907,11.2746,11.2746,11.0372,11.0965,102770
299,VCB,20100908,11.0965,11.2746,10.9779,11.2746,184680
300,VCB,20100909,11.2746,11.3932,11.2152,11.2449,126490
301,VCB,20100910,11.2449,11.2746,10.9779,10.9779,55360
302,VCB,20100913,10.9779,11.1855,10.8889,11.0965,114600
303,VCB,20100914,11.0965,11.2449,10.9779,11.0669,40380
304,VCB,20100915,11.0669,11.2152,10.9185,11.0372,202130
305,VCB,20100916,11.0372,11.0372,10.8592,10.8592,142660
306,VCB,20100917,10.8592,11.1559,10.8592,11.1559,238640
307,VCB,20100920,11.1559,11.1559,10.9185,10.9185,147180
308,VCB,20100921,10.9185,11.0669,10.5625,10.5625,408250
309,VCB,20100922,10.5625,10.7998,10.6218,10.6812,84790
310,VCB,20100923,10.6812,10.9482,10.5625,10.9482,134410
311,VCB,20100924,10.9482,10.9482,10.8295,10.8295,40990
312,VCB,20100927,10.8295,10.8295,10.6515,10.6812,132350
313,VCB,20100928,10.6812,10.8295,10.6218,10.8295,115620
314,VCB,20100929,10.8295,10.8295,10.6515,10.7998,60990
315,VCB,20100930,10.7998,10.8592,10.6218,10.7405,257980
316,VCB,20101001,10.7405,10.7998,10.6515,10.6812,53730
317,VCB,20101004,10.6812,10.7998,10.6515,10.6812,299090
318,VCB,20101005,10.6812,10.7405,10.6218,10.7405,213200
319,VCB,20101006,10.7405,10.9185,10.7405,10.9185,387140
320,VCB,20101007,10.9185,10.9185,10.7998,10.8295,149940
321,VCB,20101008,10.8295,10.8592,10.7702,10.8295,195810
322,VCB,20101011,10.8295,10.8295,10.6812,10.8295,111880
323,VCB,20101012,10.8295,10.8295,10.6812,10.6812,61240
324,VCB,20101013,10.6812,10.7998,10.6515,10.7998,130930
325,VCB,20101014,10.7998,10.8295,10.7998,10.7998,74470
326,VCB,20101015,10.7998,10.8295,10.7405,10.7998,167580
327,VCB,20101018,10.7998,10.7998,10.6515,10.6515,140980
328,VCB,20101019,10.6515,10.6515,10.4438,10.5328,141430
329,VCB,20101020,10.5328,10.5328,10.3548,10.3548,180010
330,VCB,20101021,10.3548,10.3845,10.2658,10.3845,114640
331,VCB,20101022,10.3845,10.4438,10.2658,10.3251,134950
332,VCB,20101025,10.3251,10.3251,10.0878,10.1174,170760
333,VCB,20101026,10.1174,10.3251,10.1174,10.2064,115340
334,VCB,20101027,10.2064,10.3845,10.1768,10.3251,92540
335,VCB,20101028,10.3251,10.3251,10.1768,10.3251,61130
336,VCB,20101029,10.3251,10.3845,10.3251,10.3251,69730
337,VCB,20101101,10.3251,10.3845,10.2955,10.3845,128990
338,VCB,20101102,10.3845,10.3845,10.1471,10.1471,135750
339,VCB,20101103,10.1471,10.1471,10.0284,10.1174,156210
340,VCB,20101104,10.1174,10.2361,10.0878,10.0878,109890
341,VCB,20101105,10.0878,10.2658,10.0878,10.2064,103610
342,VCB,20101108,10.2064,10.2064,9.9394,9.9394,134860
343,VCB,20101109,9.9394,9.9394,9.7614,9.7911,371880
344,VCB,20101110,9.7911,9.8504,9.7317,9.7911,166720
345,VCB,20101111,9.7911,9.7911,9.4944,9.4944,86640
346,VCB,20101112,9.4944,9.613,9.2273,9.613,128420
347,VCB,20101115,9.613,9.6427,9.346,9.3757,122910
348,VCB,20101116,9.3757,9.3757,9.2273,9.257,151250
349,VCB,20101117,9.257,9.4054,8.99,8.99,140980
350,VCB,20101118,8.99,9.1977,9.0196,9.1977,79740
351,VCB,20101119,9.1977,9.2867,9.168,9.1977,73010
352,VCB,20101122,9.1977,9.435,8.901,9.435,104950
353,VCB,20101123,9.435,9.7911,9.4054,9.7911,230250
354,VCB,20101124,9.7911,9.7911,9.524,9.7911,184840
355,VCB,20101125,9.7911,9.9988,9.7911,9.9691,194510
356,VCB,20101126,9.9691,9.9691,9.7021,9.7614,90250
357,VCB,20101129,9.7614,10.0878,9.7021,10.0878,216300
358,VCB,20101130,10.0878,10.3251,9.8207,10.0284,177300
359,VCB,20101201,10.0284,10.0581,9.7911,9.7911,142660
360,VCB,20101202,9.7911,9.7911,9.6724,9.7317,238560
361,VCB,20101203,9.7317,10.2064,9.7614,9.8504,424060
362,VCB,20101206,9.8504,9.9691,9.8504,9.9097,303890
363,VCB,20101207,9.9097,9.9097,9.7021,9.7021,168110
364,VCB,20101208,9.7021,9.7614,9.4054,9.435,157380
365,VCB,20101209,9.435,9.7021,9.2273,9.524,213300
366,VCB,20101210,9.524,9.7317,9.613,9.7021,373060
367,VCB,20101213,9.7021,10.1768,10.0284,10.1174,1371960
368,VCB,20101214,10.1173,10.6138,10.5419,10.6138,528020
369,VCB,20101215,10.6138,11.1175,11.0456,11.1175,1363040
370,VCB,20101216,11.1175,11.4414,10.9736,11.1175,1264350
371,VCB,20101217,11.1175,11.6572,11.0816,11.6572,2517270
372,VCB,20101220,11.6572,11.8731,11.5853,11.6932,726860
373,VCB,20101221,11.6932,11.6932,11.1535,11.4773,690870
374,VCB,20101222,11.4773,11.5133,10.9736,10.9736,528780
375,VCB,20101223,10.9736,11.0816,10.8657,10.9017,394720
376,VCB,20101224,10.9017,10.9736,10.6138,10.6138,359650
377,VCB,20101227,10.6138,10.7937,10.6138,10.7218,175340
378,VCB,20101228,10.7218,10.8657,10.4699,10.6858,306560
379,VCB,20101229,10.6858,10.9736,10.5059,10.9736,454830
380,VCB,20101230,10.9736,11.1535,10.6498,11.1535,576580
381,VCB,20101231,11.1535,11.6932,10.9736,11.6932,738700
382,VCB,20110104,11.6932,11.6932,11.3334,11.3334,252610
383,VCB,20110105,11.3334,11.3334,10.9736,11.0096,483730
384,VCB,20110106,11.0096,11.0816,10.7937,11.0816,133800
385,VCB,20110107,11.0816,11.1895,11.0456,11.0456,98300
386,VCB,20110110,11.0456,11.1535,10.9017,11.1535,243150
387,VCB,20110111,11.1535,11.1535,10.9736,11.0456,203040
388,VCB,20110112,11.0456,11.1175,10.9736,10.9736,96690
389,VCB,20110113,10.9736,11.1535,10.9017,11.1535,168560
390,VCB,20110114,11.1535,11.4773,11.1535,11.4773,445950
391,VCB,20110117,11.4773,11.4773,11.2974,11.3334,151110
392,VCB,20110118,11.3334,11.4054,11.1535,11.3334,231270
393,VCB,20110119,11.3334,11.4054,11.2255,11.3694,400940
394,VCB,20110120,11.3694,11.3694,11.2974,11.3334,203390
395,VCB,20110121,11.3334,11.8731,11.3334,11.8731,1167690
396,VCB,20110124,11.8731,12.4488,12.3768,12.4488,1105190
397,VCB,20110125,12.4488,12.7006,12.053,12.3049,531940
398,VCB,20110126,12.3049,12.3768,12.1969,12.3408,443810
399,VCB,20110127,12.3408,12.4488,12.1609,12.4488,674360
400,VCB,20110128,12.4488,12.9885,12.5927,12.9885,1098240
401,VCB,20110208,12.9885,13.6361,12.9885,13.6361,1219290
402,VCB,20110209,13.6361,14.2837,13.3123,13.6721,1037900
403,VCB,20110210,13.6721,13.816,13.3123,13.5641,841890
404,VCB,20110211,13.5641,13.6361,13.2763,13.3842,529160
405,VCB,20110214,13.3842,13.4922,12.7726,12.7726,581230
406,VCB,20110215,12.7726,12.9165,12.3768,12.9165,485930
407,VCB,20110216,12.9165,13.0964,12.7006,12.7006,434270
408,VCB,20110217,12.7006,12.7006,12.4128,12.6646,354380
409,VCB,20110218,12.6646,12.6646,12.4488,12.5927,793200
410,VCB,20110221,12.5927,12.5927,11.981,11.981,669870
411,VCB,20110222,11.981,11.981,11.4773,11.4773,469630
412,VCB,20110223,11.4773,11.9451,11.5133,11.8371,339480
413,VCB,20110224,11.8371,11.8371,11.2615,11.4054,546130
414,VCB,20110225,11.4054,11.6572,11.3694,11.5853,275030
415,VCB,20110228,11.5853,11.981,11.5133,11.6572,438150
416,VCB,20110301,11.6572,11.8012,11.5853,11.7652,145090
417,VCB,20110302,11.7652,11.7652,11.2255,11.3334,327500
418,VCB,20110303,11.3334,11.3334,11.1535,11.1535,516990
419,VCB,20110304,11.1535,11.3334,11.0816,11.2974,161330
420,VCB,20110307,11.2974,11.5133,11.2255,11.5133,186970
421,VCB,20110308,11.5133,11.8731,11.4773,11.5133,280060
422,VCB,20110309,11.5133,11.5493,11.2615,11.3334,269320
423,VCB,20110310,11.3334,11.6932,11.2615,11.5133,761310
424,VCB,20110311,11.5133,11.7652,11.3334,11.4773,707890
425,VCB,20110314,11.4773,11.6213,11.1175,11.1175,643010
426,VCB,20110315,11.1175,11.1175,10.8297,10.8297,602560
427,VCB,20110316,10.8297,11.0816,10.7218,10.8657,662120
428,VCB,20110317,10.8657,11.0456,10.7937,10.7937,696450
429,VCB,20110318,10.7937,11.3334,10.8297,11.3334,1402730
430,VCB,20110321,11.3334,11.8731,11.5853,11.8371,1485540
431,VCB,20110322,11.8371,11.8371,11.4054,11.4054,645510
432,VCB,20110323,11.4054,11.4773,11.2255,11.3694,782960
433,VCB,20110324,11.3694,11.3694,11.1175,11.1175,536250
434,VCB,20110325,11.1175,11.2255,11.0456,11.1535,444570
435,VCB,20110328,11.1535,11.2255,11.0816,11.1535,394130
436,VCB,20110329,11.1535,11.4773,11.0816,11.1535,471160
437,VCB,20110330,11.1535,11.1535,10.9736,11.0456,765800
438,VCB,20110331,11.0456,11.2255,11.0096,11.2255,596140
439,VCB,20110401,11.2255,11.2255,11.0096,11.0456,335780
440,VCB,20110404,11.0456,11.0456,10.8297,10.9377,457360
441,VCB,20110405,10.9377,10.9736,10.8657,10.9017,348310
442,VCB,20110406,10.9017,11.2615,10.9377,11.1535,448590
443,VCB,20110407,11.1535,11.1535,11.0096,11.0096,195900
444,VCB,20110408,11.0096,11.0096,10.9377,10.9736,240130
445,VCB,20110413,10.9736,10.9736,10.7937,10.7937,582580
446,VCB,20110414,10.7937,10.8657,10.7578,10.7578,559500
447,VCB,20110415,10.7578,10.7937,10.5779,10.5779,367410
448,VCB,20110418,10.5779,10.5779,10.29,10.29,48384
449,VCB,20110419,10.29,10.4699,10.29,10.326,382580
450,VCB,20110420,10.326,10.4339,10.326,10.4339,504590
451,VCB,20110421,10.4339,10.4339,10.29,10.29,272980
452,VCB,20110422,10.29,10.326,10.1461,10.1461,161130
453,VCB,20110425,10.1461,10.398,10.254,10.326,272740
454,VCB,20110426,10.326,10.326,10.1101,10.1101,180720
455,VCB,20110427,10.1101,10.254,10.1101,10.1821,263740
456,VCB,20110428,10.1821,10.1821,10.0742,10.0742,134600
457,VCB,20110429,10.0742,10.254,10.0742,10.2181,312770
458,VCB,20110504,10.2181,10.254,10.1821,10.2181,178410
459,VCB,20110505,10.2181,10.254,10.1461,10.1461,163010
460,VCB,20110506,10.1461,10.362,10.0742,10.362,249160
461,VCB,20110509,10.362,10.362,10.254,10.29,124810
462,VCB,20110510,10.29,10.326,10.1461,10.1461,194160
463,VCB,20110511,10.1461,10.1821,10.1101,10.1461,161420
464,VCB,20110512,10.1461,10.2181,10.0742,10.1101,141780
465,VCB,20110513,10.1101,10.1101,10.0742,10.1101,204180
466,VCB,20110516,10.1101,10.6138,10.4699,10.6138,481780
467,VCB,20110517,10.6138,11.1175,11.1175,11.1175,184120
468,VCB,20110518,11.1175,11.6572,11.1175,11.4773,2245670
469,VCB,20110519,11.4773,11.4773,11.1895,11.2615,638710
470,VCB,20110520,11.2615,11.2615,10.7218,10.7937,643170
471,VCB,20110523,10.7937,10.7937,10.254,10.29,374820
472,VCB,20110524,10.29,10.29,9.7863,9.7863,761200
473,VCB,20110525,9.7863,9.7863,9.3186,9.3186,600260
474,VCB,20110526,9.3186,9.7503,8.8868,9.7503,710490
475,VCB,20110527,9.7503,10.2181,9.7863,10.2181,346620
476,VCB,20110530,10.2181,10.29,9.7144,9.7144,215080
477,VCB,20110531,9.7144,10.0742,9.3905,10.0742,313180
478,VCB,20110601,10.0742,10.5779,9.8943,10.5779,613680
479,VCB,20110602,10.5779,11.0456,10.6138,10.9736,708540
480,VCB,20110603,10.9736,11.1535,10.4699,10.4699,671470
481,VCB,20110606,10.4699,10.6138,10.1101,10.5419,318950
482,VCB,20110607,10.5419,11.0096,10.7578,11.0096,479880
483,VCB,20110608,11.0096,11.0096,10.5059,10.5059,355780
484,VCB,20110609,10.5059,10.7218,10.5059,10.5419,143050
485,VCB,20110610,10.5419,10.7937,10.5419,10.5779,223420
486,VCB,20110613,10.5779,10.5779,10.4699,10.5419,171620
487,VCB,20110614,10.5419,10.7937,10.4339,10.4699,223190
488,VCB,20110615,10.4699,10.4699,10.1821,10.1821,283010
